period,OCUP%@KAU.A,PRM@KAU.A,VISUSW@KAU.A,VISUSE@KAU.A,VISJP@KAU.A,VISCAN@KAU.A,VIS@KAU.A,EMPL@KAU.A,EMPL@HI.A,EMPL@US.A,UR@KAU.A,UR@HI.A,NRBEA@KAU.A,NRBEA@HI.A,YC@KAU.A,YCGVFD@KAU.A,EGVFD@KAU.A,YC_GVSL@KAU.A,E_GVSL@KAU.A,YLAE@KAU.A,EAE@KAU.A,YCAF@KAU.A,EAF@KAU.A,YCRT@KAU.A,ERT@KAU.A,YCWT@KAU.A,EWT@KAU.A,YCCT@KAU.A,ECT@KAU.A,YCAD@KAU.A,EAD@KAU.A,YCPS@KAU.A,EPS@KAU.A,YCED@KAU.A,EED@KAU.A,YCHC@KAU.A,EHC@KAU.A,YCIF@KAU.A,EIF@KAU.A,YCMN@KAU.A,EMN@KAU.A,YCFI@KAU.A,EFI@KAU.A,E_TU@KAU.A,ERE@KAU.A,EMA@KAU.A,PMKRSGF@KAU.A,PMKRCON@KAU.A,KPPRVRSD@KAU.A,E_NF@KAU.A,VEXPPD@KAU.A,VEXPPT@KAU.A,Y_R@KAU.A,YL@KAU.A,HAI@KAU.A,HAICON@KAU.A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
