date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,VEXP@KAU.Q
1998-01-01,261.2567941729145,189.1279051942787,,,29.562648454659605,42.56624052397619,6.049450567352303,1580.4600617339815,135.2533451638067,65.39133466318242,
1998-04-01,275.0375513327676,202.9525127883402,,,26.626543240244274,45.45849530418314,5.638381920530792,1550.7667569017362,135.87135061925343,65.58942619869225,
1998-07-01,269.4783195339728,199.04935888006128,,,28.95450473260786,41.47445592130366,5.739778620351188,1546.7458971092628,138.60126152548764,65.09874510096154,
1998-10-01,272.6269167830286,203.61682313731984,,,26.886303572488266,42.12379007322046,5.875365272644028,1601.7827192550196,142.9307093581189,66.85382737049714,
1999-01-01,275.11347131748676,213.1657787683805,,,23.933226665761502,38.01446588334477,5.909996284171339,1625.919593211825,141.59248208142876,69.40631676911867,
1999-04-01,270.11518688740045,210.89127638140727,,,23.158070848634825,36.065839657358325,5.713579116764888,1543.324490920896,143.40326008243787,69.16816909465119,
1999-07-01,270.74101331498974,208.93505516896522,,,23.5558351188877,38.25012302713679,5.881627850145224,1592.3978840899827,144.7721151212929,71.22119041622534,
1999-10-01,273.3189330045989,212.43368968124676,,,21.922867366715995,38.96237595663612,5.996777942747627,1639.0329487772951,149.96547604817388,71.60432372000487,
2000-01-01,269.3924803912355,209.5041406445663,109.86383879602653,95.4570040474652,28.575438849705673,31.312900896963544,6.203052873888547,1671.0557996948173,149.34881762499822,73.22800001164556,
2000-04-01,274.19439185456133,212.36060155078823,112.18609269632273,95.78016078791501,32.577932753670964,29.25585755010216,6.096247089477495,1671.5567632944212,148.12899666323284,76.92913772077146,
2000-07-01,265.94198012965296,206.50602119782008,111.97728204982789,98.90430405194826,31.772852368282,27.663106563550834,6.164404167535931,1639.3738506339905,147.17879451496898,73.92045236645812,
2000-10-01,265.2925826559416,204.57923660682548,111.10278645782284,97.67853111267154,33.26377602834137,27.449570020774747,6.176499855263004,1638.5795983767719,149.28005786346674,74.45574323445818,
2001-01-01,270.2503482601221,207.94600725811858,112.51505228178465,95.36368852864236,34.35881067690436,27.945530325099206,6.022974959010701,1627.7110802346365,150.00338623482537,74.64364169575249,
2001-04-01,266.47006485843616,204.94565325177717,111.85845526437429,94.67449736129635,35.449833078543286,26.074578528115666,5.989255038783679,1595.9571786384026,152.36742772665409,73.67184084942703,
2001-07-01,246.48428691946742,191.81825659556256,104.54541194835076,86.10887289558298,30.756125876827465,23.909904447077437,6.139877803004113,1513.3834020461352,151.31391450051493,69.79740495081762,
2001-10-01,225.49308503800137,187.68508289454192,104.23608050549039,83.09294121447832,16.855230367724914,20.952771775734526,6.29264095101496,1418.947021080826,149.2486048713389,63.887112504002864,
2002-01-01,247.77015473751777,199.29817069725874,110.5937566455494,87.97964374543668,23.6114656182164,24.860518422042663,6.1608580812598275,1526.4767601096344,150.73919195846386,68.80969202394789,
2002-04-01,254.65963994840416,201.8277380226582,113.92434179570023,88.66353555986257,25.23407726810701,27.59782465763896,6.280771488844412,1599.4590059473203,156.46619782691093,71.44502599744702,
2002-07-01,251.33131067420527,196.84153423325745,111.47662497525587,85.57238806366766,23.197236053353524,31.292540387594293,6.25069998525826,1570.996619926194,160.95854694626473,69.03220277498737,
2002-10-01,252.13618269839702,197.43155704682587,111.41327658349455,85.77543263103296,23.14322106032307,31.561404591248078,6.496877300535357,1638.0978420168512,162.81272993502705,71.54641253695102,
2003-01-01,244.76203140302624,200.26451333062005,113.98123492708095,85.3216904172441,15.875923116597008,28.6215949558092,6.490863517226071,1588.716940036045,167.9135563264959,72.11689540007927,246.81625270799026
2003-04-01,240.65539277728845,204.91644498402098,118.85800054652466,87.51397840063349,9.802401776614547,25.936546016652912,6.904776988672564,1661.671818248579,169.56534184066405,71.5060217274585,241.00934174950152
2003-07-01,246.2949979864489,208.58570397670928,118.49417250064732,89.94694902357156,11.638071285662141,26.071222724077494,6.9186862443505746,1704.0378146211965,169.18248962355926,76.79751699983215,256.31191744580633
2003-10-01,244.1545626272378,203.66161470864967,116.68514302574704,86.62710815855077,14.379387821126308,26.11356009746182,6.8699430067790015,1677.327930094178,170.84527887594746,78.27956587263009,265.0654658701877
2004-01-01,249.99414924781382,208.9119042403927,120.17107842919849,88.56424540291604,14.23997022843729,26.842274778983864,6.949336012004368,1737.2933441582272,172.7036884224975,78.51325035884413,262.6578940326184
2004-04-01,255.78239207970458,213.12973048051208,122.12138656831121,91.6571403310692,14.796984942627383,27.85567665656514,6.918838934549793,1769.7171730933408,177.46120318228,79.22651055886365,273.26467096781863
2004-07-01,256.60763469399603,215.16577964115368,122.26504691772597,92.64301806995294,13.710847227406546,27.731007825435846,6.879486249231763,1765.3286943252333,178.29764138554515,78.39877698734551,276.5960070658475
2004-10-01,258.53713350192214,218.15170263794155,124.11012708476434,93.8270741960618,12.156620601528786,28.22881026245183,6.726168612101017,1738.964352423199,178.79413367634427,76.56146209494672,275.36409119522403
2005-01-01,266.4562423658485,227.79967748089427,126.40456612598098,98.02568953415502,11.502172852376692,27.154392032577533,6.620720949043511,1764.132425834988,176.84420398225552,77.4658202933306,270.63057632055467
2005-04-01,261.93614147880936,221.68065576162985,128.11609689438168,95.3076595244785,11.341272963744354,28.91421275343516,6.628733390900879,1736.3048473043204,176.57023530494573,76.48331732012345,279.58357349329333
2005-07-01,281.66269503763044,240.37554477826603,136.54593266868824,102.83005616100522,10.438136182180159,30.849014077184208,6.570849430907199,1850.763159395802,182.0686359579213,75.96332986932583,297.0994490628418
2005-10-01,280.0923324932726,238.1721219792099,138.36640431094912,102.43159478036137,10.432220001698793,31.48799051236387,6.503400433171943,1821.5525964648887,182.73359142154405,75.02086585055336,292.05491149015177
2006-01-01,288.02729304052855,246.46007387732953,137.95347326392647,105.71161234659954,9.427821800487356,32.13939736271161,6.536431126231068,1882.670563434188,183.72250549195508,74.13747361881975,290.7729744669606
2006-04-01,294.1173583076495,249.95521872932477,146.49105246123273,104.60740021161325,8.568520313827143,35.59361926449763,6.433570055750028,1892.2246292843956,188.64071341319354,75.28111991180079,300.424964995516
2006-07-01,305.0455286605707,261.0053959803407,152.62515003123835,108.2712248332071,7.860483289452593,36.1796493907774,6.411489033322232,1955.7960616712317,192.44307191446126,75.01702626653942,316.9841859427184
2006-10-01,316.9419532532495,270.11589041300505,159.23431724360256,112.64234860858006,7.780229596232915,39.04583324401154,6.201096880474384,1965.3877576101834,192.76370918039026,74.63104686950665,318.4748249464645
2007-01-01,323.2073441928719,273.31868770036095,157.8600024377448,113.02468872785371,8.362372617287257,41.52628387522377,6.0640485008595775,1959.9450110195903,201.97572146402854,73.52767245441576,330.9061623072149
2007-04-01,325.35398235862334,275.82298718195943,158.23634716882384,119.84006401760597,8.868315672569512,40.662679504094356,6.335525772516489,2061.2885404239332,206.76352251176743,75.00182026506526,337.4516000617838
2007-07-01,330.27847412392356,280.0395111582919,160.57745901287547,119.19611321808557,9.042760925789084,41.196202039842575,6.2502232210288104,2064.31418837531,210.09167628659213,77.19486702843813,343.6331529019785
2007-10-01,320.20515224106026,270.5434709593877,161.72016538055593,109.26981703645464,8.127618948730328,41.53406233294224,6.419602850842499,2055.5899081811667,208.292413070945,77.54230691874749,339.19781777762887
2008-01-01,298.9616030088162,253.19306104927747,150.6456436913307,100.67302022067992,7.402813528353162,38.365728431185595,6.63550056298376,1983.759885075527,211.1192801626672,76.64773683527078,314.96802982762307
2008-04-01,259.9940818162138,217.947371041567,129.56808371355078,91.49923139859634,6.837376294828129,35.20933447981867,7.079044583341653,1840.5096965819548,207.60373368764203,71.86284220695309,297.15225785903317
2008-07-01,234.86797405986172,195.86938294712763,116.55613217621806,80.37090434466155,6.05988277666056,32.938708336073546,7.264107832792219,1706.1062900402812,205.13546265995282,67.05684425600418,271.0715120706216
2008-10-01,236.824341115108,199.8454059620277,118.60751641890049,78.93468903606215,5.8668913836046155,31.11204376947572,7.354981566086653,1741.8386633022367,200.04819015640473,65.09924336843854,260.83929213032354
2009-01-01,231.40990430872483,198.29052489294105,119.9218410550848,75.29291116408712,5.686555497599364,27.43282391818442,7.233627918383325,1673.9331443980057,192.51284541541804,58.927117484667804,254.34654592009082
2009-04-01,233.79025510234385,198.9864055620517,122.71463801528928,78.70374731201936,4.960058601583742,29.84379093870843,7.472375244418889,1746.968514613131,186.22811410648822,57.45807142457363,249.3118040668633
2009-07-01,235.95535014713357,200.80186974609194,124.14912270108915,78.27061816338869,5.14307748691888,30.010402914122785,7.341999225481309,1732.3839980284256,185.76951671842167,55.8090681013367,243.60005061702884
2009-10-01,226.95663213869213,191.62916379891527,115.9463532285368,74.70873236050477,5.102477984445103,30.22499035533174,7.393610317300627,1678.0288969604374,190.39952375967198,56.572409656088524,251.85821357273193
2010-01-01,231.23222408678566,191.85548720535914,114.7201193691437,74.22776761513313,5.085717558506513,34.29101932292001,7.219757798926624,1669.4406532137195,181.72176028259977,57.1713017924618,254.07600689162297
2010-04-01,238.19462625520055,198.19008247373242,121.68276937409235,78.21280060538096,5.525580809146547,34.478962972321575,7.4362369090384,1771.2716712935294,184.35890985747548,58.939437062828574,273.1520134908229
2010-07-01,246.2358399862707,204.0543785561733,124.722060736907,80.65010340461421,5.396310249376599,36.7851511807208,7.533383669525667,1854.9890558045067,186.60188548350425,60.664879550389884,298.370187317231
2010-10-01,249.0611488645145,205.2748790351389,124.57462124324431,80.58458492188824,5.348056752830809,38.43821307654476,7.3837264907528075,1838.9994026882443,192.71411104308717,60.45771492765302,298.6546184629103
2011-01-01,250.28328623592387,206.3577756618251,125.255541842306,80.12376283800069,5.794274954640724,38.131235619458025,7.491956234035166,1875.1114265900378,197.430718679227,61.35488552397957,300.3670169634106
2011-04-01,246.9234857016043,204.27842950274146,126.95122387620185,77.14390757313276,5.35642737235375,37.2886288265091,7.536311885066017,1860.8923999949293,202.7857506517897,61.89951503990425,285.23284457887144
2011-07-01,252.41630826574067,210.62077139097093,131.78007729930926,80.1511283966568,6.26551906701658,35.53001780775313,7.513229342674086,1896.4616138316303,203.07163658263633,65.0147655474961,290.5655450473947
2011-10-01,261.87646374612075,216.68788092255562,133.86211920496405,82.6770964475216,6.154774976177014,39.03380784738814,7.579162217142179,1984.804199583402,209.47522741968032,67.36416722195348,298.6385394791216
2012-01-01,266.1007442498707,217.79816334450757,135.04923566769534,83.7500320028384,6.543743368764925,41.75883753659815,7.623184125191121,2028.5349692671566,207.32403110706176,68.19936615982743,311.18627414481
2012-04-01,266.1994257209475,219.17949812420267,133.66369411536544,84.15445357095095,6.867506328302808,40.15242126844201,7.522696205402213,2002.53740975122,210.3648167184533,68.35210906496512,311.4851806967232
2012-07-01,270.14046013685817,222.27039199041923,138.07061659200644,84.6229084235819,7.054471178046835,40.81559696839209,7.4807412892447696,2020.8508940413756,213.05980238711575,68.989846751585,325.0594163910641
2012-10-01,282.24034729495406,232.7297142787644,146.43868587468288,86.22814149077244,7.44142381235147,42.06920920383814,7.50624612627598,2118.565513561536,214.3580164540355,69.7253446902891,342.5667446522253
2013-01-01,280.10657087166163,230.90630745457992,144.7203223541218,85.12985458861483,7.4340518943241936,41.7662115227575,7.535854632125738,2110.8423995920675,224.15395345103062,70.19903802338371,355.8802252544517
2013-04-01,283.5457070135235,232.75274051893177,147.07277628157001,85.61903968370078,7.244493934266797,43.548472560324896,7.609722330255321,2157.7040983088427,221.92164060820187,69.88737986820267,369.4697777492008
2013-07-01,276.12605667105095,223.46002794584695,138.30809549645147,86.32023869327917,7.332283838094517,45.33374488710949,7.670222777496562,2117.9483693386014,230.91010628298318,68.35089473344858,358.5376804610137
2013-10-01,274.5759112351026,222.405193724431,138.73502634148747,83.61891620456409,7.419335680077578,44.751381830593935,7.6860791538147195,2110.412187483803,228.69763299111756,68.62935404163179,369.28858176534595
2014-01-01,271.1816728668717,220.9444886521798,134.74980057517274,84.83146776125943,5.9759756445169225,44.26120857017493,7.77219255528398,2107.676178985356,232.9097462658467,71.83455150929417,358.61491349229254
2014-04-01,283.5222055241004,234.2764706538082,146.78396724541398,87.5168360970196,5.533772977125229,43.71196189316702,7.921342023212433,2245.8763611319287,226.81555237414247,72.53431153449212,385.69005105014855
